75,157,87
115,111,86
127,154,75
149,116,160
121,96,95
133,135,109
141,113,108
141,108,135
22,21,74
159,160,116
72,130,25
35,34,127
133,136,162
129,74,146
87,117,39
79,110,78
69,43,144
150,97,48
117,41,40
43,42,144
150,117,148
62,78,80
119,97,148
85,82,113
108,109,135
89,97,119
60,78,62
123,101,98
152,93,13
53,55,105
98,101,59
106,51,104
101,103,57
4,153,151
9,128,100
51,128,104
51,53,128
6,106,7
67,88,91
85,113,114
65,91,95
88,116,91
159,145,122
121,94,147
152,123,93
120,149,160
6,125,106
100,102,10
105,55,103
14,93,94
19,18,83
90,160,143
71,122,74
108,82,80
20,71,21
18,126,83
165,140,158
79,78,60
71,74,21
163,141,135
136,110,107
109,78,110
158,137,162
133,109,110
58,79,60
86,52,89
39,38,87
161,154,76
39,117,40
118,73,167
138,111,142
144,46,69
144,150,46
97,89,50
97,50,48
45,44,69
42,41,144
44,43,69
46,150,48
144,41,117
87,148,117
150,144,117
119,148,157
97,150,148
161,142,164
89,52,50
157,164,119
142,111,115
115,89,119
115,86,89
112,84,111
84,54,86
56,84,81
107,139,136
64,80,82
78,109,80
81,112,107
111,138,112
79,107,110
112,139,107
159,116,114
114,88,85
141,145,113
116,88,114
68,85,88
66,82,85
82,108,113
80,109,108
80,64,62
82,66,64
79,58,81
86,111,84
112,81,84
107,79,81
86,54,52
84,56,54
81,58,56
85,68,66
91,65,67
96,147,98
88,67,68
61,98,59
96,63,95
151,125,4
106,104,7
49,125,47
70,151,131
131,153,3
1,70,131
151,70,47
2,131,3
2,1,131
131,151,153
47,125,151
102,105,103
55,57,103
102,100,105
128,53,105
5,4,125
49,106,125
49,51,106
6,5,125
9,100,10
128,105,100
101,99,103
11,10,102
147,123,98
152,12,99
11,99,12
102,103,99
59,101,57
123,99,101
123,147,93
96,61,63
65,95,63
120,160,90
61,96,98
95,149,121
91,149,95
91,116,149
92,121,120
147,96,121
163,166,141
145,114,113
166,145,141
122,143,159
122,166,146
122,145,166
72,129,134
146,166,163
71,83,122
126,90,143
17,90,126
15,94,92
92,120,90
121,149,120
160,159,143
114,145,159
123,152,99
93,14,13
104,128,8
7,104,8
8,128,9
99,11,102
12,152,13
14,94,15
93,147,94
16,92,90
94,121,92
83,126,143
17,16,90
122,83,143
71,19,83
15,92,16
18,17,126
20,19,71
129,22,74
129,23,22
25,24,72
134,129,146
74,122,146
163,134,146
24,23,129
135,156,163
132,137,77
156,134,163
130,77,26
129,72,24
134,156,132
26,25,130
134,132,72
158,162,136
28,124,29
77,130,132
140,73,124
28,27,124
155,118,167
29,124,73
72,132,130
158,136,139
27,77,124
27,26,77
156,162,132
156,135,133
77,137,124
132,162,137
136,133,110
162,156,133
138,165,139
140,137,158
155,165,138
139,112,138
139,165,158
138,142,155
137,140,124
165,167,140
76,118,161
73,140,167
164,142,115
155,167,165
161,155,142
161,118,155
38,75,87
154,164,157
119,164,115
154,161,164
37,75,38
157,148,87
127,75,36
154,157,75
36,75,37
35,127,36
76,154,127
34,33,76
127,34,76
31,73,118
33,32,76
32,31,118
30,73,31
29,73,30
32,118,76
