204,205,299
99,160,161
138,371,242
306,309,266
222,160,163
179,243,292
132,118,177
205,57,55
287,328,284
295,242,330
299,216,44
182,128,181
132,177,336
241,238,180
142,192,143
194,257,359
152,298,255
140,191,194
237,239,178
368,321,349
125,211,242
342,344,311
317,349,313
122,259,16
293,219,326
348,314,305
323,285,283
27,53,207
275,271,231
256,281,226
281,370,321
213,294,116
44,43,299
83,100,102
291,287,241
216,45,44
205,154,302
111,169,108
186,246,241
302,193,149
42,41,154
43,204,299
279,319,277
266,309,268
338,291,336
321,351,349
209,253,154
338,177,286
101,163,160
279,277,225
311,268,309
92,93,121
227,222,163
267,307,265
279,225,230
352,274,327
222,221,160
106,168,110
120,175,173
317,284,328
175,180,238
102,164,104
100,162,102
165,168,106
220,269,272
126,90,124
104,106,87
296,240,239
171,232,234
76,78,139
171,168,232
13,264,138
92,121,124
360,371,288
64,156,62
56,260,94
155,157,335
261,198,196
197,144,195
62,157,60
158,155,6
198,255,148
139,78,135
295,249,331
134,82,133
148,66,68
195,263,191
260,210,4
240,300,245
300,337,250
183,131,182
337,243,184
178,124,176
357,332,292
182,240,245
239,181,178
174,171,234
212,301,98
374,326,341
218,162,217
270,224,272
164,165,104
159,361,378
350,323,314
304,369,365
312,310,272
187,244,247
295,362,242
145,359,199
360,330,371
153,9,8
11,145,12
189,190,139
199,264,12
141,196,191
112,259,184
184,188,250
361,324,378
292,332,324
159,378,355
350,314,348
364,223,293
372,345,340
373,365,369
297,228,201
322,280,343
340,345,312
280,320,376
341,372,340
113,201,22
200,256,226
318,352,356
117,333,206
226,281,321
213,116,28
117,226,333
363,377,327
116,29,28
280,376,343
342,379,344
366,320,374
229,231,167
276,233,284
354,370,318
346,309,306
318,356,354
354,351,370
137,248,253
137,39,130
118,254,177
130,248,137
38,130,39
336,248,130
119,358,202
36,303,118
202,325,254
35,202,303
375,368,353
109,200,30
358,375,325
206,119,33
299,55,216
299,205,55
149,59,57
136,129,61
114,111,69
114,69,67
136,61,59
123,120,65
63,129,123
175,238,233
65,120,67
123,180,175
120,114,67
111,71,69
172,111,114
172,225,169
65,63,123
136,193,186
129,63,61
43,42,204
302,149,205
136,59,149
154,205,204
149,57,205
42,154,204
253,302,154
253,193,302
209,137,253
149,193,136
253,248,246
40,137,209
39,137,40
41,209,154
41,40,209
136,186,129
193,253,246
180,186,241
186,193,246
