0.0,-17.3466334164589
5.11720698254368,-17.3466334164589
10.2568578553617,-19.6309226932669
18.2518703241896,-27.6259351620948
26.2468827930175,-34.4788029925188
33.0997506234414,-44.1870324189527
40.5236907730674,-59.0349127182046
44.5211970074814,-69.3142144638405
48.5187032418953,-81.8778054862844
51.9451371571072,-92.7281795511223
55.9426433915212,-107.576059850374
60.5112219451372,-120.139650872818
66.2219451371572,-130.990024937656
70.7905236907731,-142.411471321696
75.359102244389,-156.117206982544
80.4987531172071,-169.25187032419
86.209476309227,-181.815461346633
93.0623441396509,-193.236907730673
100.486284289277,-205.800498753117
103.912718204489,-210.369077306733
108.481296758105,-219.506234413965
112.478802992519,-230.356608478803
115.334164588529,-242.349127182045
117.618453865337,-253.770573566085
118.760598503741,-264.620947630923
119.331670822943,-278.326683291771
118.760598503741,-294.887780548628
117.047381546135,-308.593516209476
114.192019950125,-321.15710723192
111.336658354115,-331.436408977556
107.339152119701,-342.286783042394
103.912718204489,-353.137157107232
99.9152119700748,-363.98753117207
94.2045,-373.4102
88.493765586035,-382.832917705736
81.0698254364091,-390.827930174564
73.0748129675811,-396.538653366584
60.5112219451372,-403.391521197008
50.2319201995013,-407.389027431421
39.3815461346634,-411.386533665835
30.8154613466335,-413.670822942643
19.9650872817955,-415.955112219451
13.6832917705736,-417.097256857855
5.68827930174569,-418.952618453865
0.0,-418.952618453865
